date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:54:21	21164/21164	---M--	200	added ('OK')	font/woff2	date:Fri,%2012%20Jun%202026%2006:09:21%20GMT	https://election.ratopati.com/cf-fonts/s/mukta/5.2.8/latin/300/normal.woff2	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/cf-fonts/s/mukta/5.2.8/latin/300/normal.woff2	(from https://election.ratopati.com/)
11:54:21	98788/98788	---M--	200	added ('OK')	font/woff2	date:Fri,%2012%20Jun%202026%2006:09:22%20GMT	https://election.ratopati.com/cf-fonts/s/mukta/5.2.8/devanagari/300/normal.woff2	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/cf-fonts/s/mukta/5.2.8/devanagari/300/normal.woff2	(from https://election.ratopati.com/)
11:54:22	20480/20480	---M--	200	added ('OK')	font/woff2	date:Fri,%2012%20Jun%202026%2006:09:22%20GMT	https://election.ratopati.com/cf-fonts/s/mukta/5.2.8/latin/400/normal.woff2	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/cf-fonts/s/mukta/5.2.8/latin/400/normal.woff2	(from https://election.ratopati.com/)
11:54:22	14676/14676	---M--	200	added ('OK')	font/woff2	date:Fri,%2012%20Jun%202026%2006:09:23%20GMT	https://election.ratopati.com/cf-fonts/s/mukta/5.2.8/latin-ext/400/normal.woff2	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/cf-fonts/s/mukta/5.2.8/latin-ext/400/normal.woff2	(from https://election.ratopati.com/)
11:54:22	99352/99352	---M--	200	added ('OK')	font/woff2	date:Fri,%2012%20Jun%202026%2006:09:23%20GMT	https://election.ratopati.com/cf-fonts/s/mukta/5.2.8/devanagari/400/normal.woff2	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/cf-fonts/s/mukta/5.2.8/devanagari/400/normal.woff2	(from https://election.ratopati.com/)
11:54:23	21236/21236	---M--	200	added ('OK')	font/woff2	date:Fri,%2012%20Jun%202026%2006:09:23%20GMT	https://election.ratopati.com/cf-fonts/s/mukta/5.2.8/latin/500/normal.woff2	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/cf-fonts/s/mukta/5.2.8/latin/500/normal.woff2	(from https://election.ratopati.com/)
11:54:23	106128/106128	---M--	200	added ('OK')	font/woff2	date:Fri,%2012%20Jun%202026%2006:09:24%20GMT	https://election.ratopati.com/cf-fonts/s/mukta/5.2.8/devanagari/500/normal.woff2	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/cf-fonts/s/mukta/5.2.8/devanagari/500/normal.woff2	(from https://election.ratopati.com/)
11:54:23	14872/14872	---M--	200	added ('OK')	font/woff2	date:Fri,%2012%20Jun%202026%2006:09:24%20GMT	https://election.ratopati.com/cf-fonts/s/mukta/5.2.8/latin-ext/500/normal.woff2	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/cf-fonts/s/mukta/5.2.8/latin-ext/500/normal.woff2	(from https://election.ratopati.com/)
11:54:24	21176/21176	---M--	200	added ('OK')	font/woff2	date:Fri,%2012%20Jun%202026%2006:09:25%20GMT	https://election.ratopati.com/cf-fonts/s/mukta/5.2.8/latin/600/normal.woff2	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/cf-fonts/s/mukta/5.2.8/latin/600/normal.woff2	(from https://election.ratopati.com/)
11:54:24	14972/14972	---M--	200	added ('OK')	font/woff2	date:Fri,%2012%20Jun%202026%2006:09:25%20GMT	https://election.ratopati.com/cf-fonts/s/mukta/5.2.8/latin-ext/600/normal.woff2	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/cf-fonts/s/mukta/5.2.8/latin-ext/600/normal.woff2	(from https://election.ratopati.com/)
11:54:25	102628/102628	---M--	200	added ('OK')	font/woff2	date:Fri,%2012%20Jun%202026%2006:09:25%20GMT	https://election.ratopati.com/cf-fonts/s/mukta/5.2.8/devanagari/600/normal.woff2	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/cf-fonts/s/mukta/5.2.8/devanagari/600/normal.woff2	(from https://election.ratopati.com/)
11:54:25	105040/105040	---M--	200	added ('OK')	font/woff2	date:Fri,%2012%20Jun%202026%2006:09:26%20GMT	https://election.ratopati.com/cf-fonts/s/mukta/5.2.8/devanagari/700/normal.woff2	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/cf-fonts/s/mukta/5.2.8/devanagari/700/normal.woff2	(from https://election.ratopati.com/)
11:54:26	15424/15424	---M--	200	added ('OK')	font/woff2	date:Fri,%2012%20Jun%202026%2006:09:26%20GMT	https://election.ratopati.com/cf-fonts/s/mukta/5.2.8/latin-ext/700/normal.woff2	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/cf-fonts/s/mukta/5.2.8/latin-ext/700/normal.woff2	(from https://election.ratopati.com/)
11:54:26	21604/21604	---M--	200	added ('OK')	font/woff2	date:Fri,%2012%20Jun%202026%2006:09:27%20GMT	https://election.ratopati.com/cf-fonts/s/mukta/5.2.8/latin/700/normal.woff2	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/cf-fonts/s/mukta/5.2.8/latin/700/normal.woff2	(from https://election.ratopati.com/)
11:54:27	14640/14640	---M--	200	added ('OK')	font/woff2	date:Fri,%2012%20Jun%202026%2006:09:27%20GMT	https://election.ratopati.com/cf-fonts/s/mukta/5.2.8/latin-ext/800/normal.woff2	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/cf-fonts/s/mukta/5.2.8/latin-ext/800/normal.woff2	(from https://election.ratopati.com/)
11:54:27	100640/100640	---M--	200	added ('OK')	font/woff2	date:Fri,%2012%20Jun%202026%2006:09:27%20GMT	https://election.ratopati.com/cf-fonts/s/mukta/5.2.8/devanagari/800/normal.woff2	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/cf-fonts/s/mukta/5.2.8/devanagari/800/normal.woff2	(from https://election.ratopati.com/)
11:54:27	21024/21024	---M--	200	added ('OK')	font/woff2	date:Fri,%2012%20Jun%202026%2006:09:28%20GMT	https://election.ratopati.com/cf-fonts/s/mukta/5.2.8/latin/800/normal.woff2	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/cf-fonts/s/mukta/5.2.8/latin/800/normal.woff2	(from https://election.ratopati.com/)
11:54:28	22784/22784	---M--	200	added ('OK')	font/woff2	date:Fri,%2012%20Jun%202026%2006:09:28%20GMT	https://election.ratopati.com/cf-fonts/v/roboto-flex/5.2.8/vietnamese/opsz/normal.woff2	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/cf-fonts/v/roboto-flex/5.2.8/vietnamese/opsz/normal.woff2	(from https://election.ratopati.com/)
11:54:28	84304/84304	---M--	200	added ('OK')	font/woff2	date:Fri,%2012%20Jun%202026%2006:09:29%20GMT	https://election.ratopati.com/cf-fonts/v/roboto-flex/5.2.8/latin/opsz/normal.woff2	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/cf-fonts/v/roboto-flex/5.2.8/latin/opsz/normal.woff2	(from https://election.ratopati.com/)
11:54:28	27412/27412	---M--	200	added ('OK')	font/woff2	date:Fri,%2012%20Jun%202026%2006:09:29%20GMT	https://election.ratopati.com/cf-fonts/v/roboto-flex/5.2.8/greek/opsz/normal.woff2	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/cf-fonts/v/roboto-flex/5.2.8/greek/opsz/normal.woff2	(from https://election.ratopati.com/)
11:54:29	26636/26636	---M--	200	added ('OK')	font/woff2	date:Fri,%2012%20Jun%202026%2006:09:29%20GMT	https://election.ratopati.com/cf-fonts/v/roboto-flex/5.2.8/cyrillic-ext/opsz/normal.woff2	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/cf-fonts/v/roboto-flex/5.2.8/cyrillic-ext/opsz/normal.woff2	(from https://election.ratopati.com/)
11:54:29	59020/59020	---M--	200	added ('OK')	font/woff2	date:Fri,%2012%20Jun%202026%2006:09:30%20GMT	https://election.ratopati.com/cf-fonts/v/roboto-flex/5.2.8/latin-ext/opsz/normal.woff2	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/cf-fonts/v/roboto-flex/5.2.8/latin-ext/opsz/normal.woff2	(from https://election.ratopati.com/)
11:54:30	41732/41732	---M--	200	added ('OK')	font/woff2	date:Fri,%2012%20Jun%202026%2006:09:30%20GMT	https://election.ratopati.com/cf-fonts/v/roboto-flex/5.2.8/cyrillic/opsz/normal.woff2	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/cf-fonts/v/roboto-flex/5.2.8/cyrillic/opsz/normal.woff2	(from https://election.ratopati.com/)
11:54:30	3351/3351	---M-Z	200	added ('OK')	text/css	etag:%22dh1f82ndbry02l3%22	https://election.ratopati.com/assets/css/owl.carousel.min.css	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/assets/css/owl.carousel.min.css	(from https://election.ratopati.com/)
11:54:30	102217/102217	---MCZ	200	added ('OK')	text/css	date:Wed,%2002%20Aug%202023%2021:01:56%20GMT	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/6.4.2/css/all.min.css	C:/My%20Web%20Sites/electionupdate/cdnjs.cloudflare.com/ajax/libs/font-awesome/6.4.2/css/all.min.css	(from https://election.ratopati.com/)
11:54:30	99627/99627	---MCZ	200	added ('OK')	text/css	etag:%22dh1f82ndbry024vf%22	https://election.ratopati.com/assets/css/style.css?v=1.1.17	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/assets/css/style41ff.css	(from https://election.ratopati.com/)
11:54:31	213690/213690	---MCZ	200	added ('OK')	text/javascript	etag:W/%22342ba-+aFSOY1U24tLXzcXJZTTTn2poFw%22	https://platform-api.sharethis.com/js/sharethis.js	C:/My%20Web%20Sites/electionupdate/platform-api.sharethis.com/js/sharethis.js	(from https://election.ratopati.com/)
11:54:31	3606/3606	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2006:09:32%20GMT	https://election.ratopati.com/cdn-cgi/content?id=R8kWwnq3fT9PHu.v61uiL3LCbW6Gb6MvkxkqcXN7Fdc-1781244557.8311138-1.2.1.1-TFhGQHCLGCY.BBjEkS.jjc7RzC8dvgvvbvo_MgUvIcU	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/cdn-cgi/content5a17.html	(from https://election.ratopati.com/)
11:54:31	11/11	---M--	200	added ('OK')	application/json	date:Fri,%2012%20Jun%202026%2006:09:32%20GMT	https://election.ratopati.com/search	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/search.json	(from https://election.ratopati.com/)
11:54:31	12533/12533	---M--	200	added ('OK')	image/png	etag:%22FBA293AB274CC89AD4450E94D7ADAAA0%22	https://npcdn.ratopati.com/election/media/setting/ratopati-logo_zD9OASMMFx.png	C:/My%20Web%20Sites/electionupdate/npcdn.ratopati.com/election/media/setting/ratopati-logo_zD9OASMMFx.png	(from https://election.ratopati.com/)
11:54:32	22930/22930	---M--	200	added ('OK')	image/png	etag:%22B8C690012C14C586F7C56F3284811D2A%22	https://npcdn.ratopati.com/election/media/setting/election-2082_UbmQ0ktDVN.png	C:/My%20Web%20Sites/electionupdate/npcdn.ratopati.com/election/media/setting/election-2082_UbmQ0ktDVN.png	(from https://election.ratopati.com/)
11:54:32	339875/339875	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2006:09:33%20GMT	https://election.ratopati.com/candidates	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/candidates.html	(from https://election.ratopati.com/)
11:54:33	350365/350365	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2006:09:33%20GMT	https://election.ratopati.com/province/koshi-province	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/province/koshi-province.html	(from https://election.ratopati.com/)
11:54:34	385993/385993	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2006:09:34%20GMT	https://election.ratopati.com/province/madhesh-province	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/province/madhesh-province.html	(from https://election.ratopati.com/)
11:54:34	403180/403180	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2006:09:34%20GMT	https://election.ratopati.com/province/bagmati-province	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/province/bagmati-province.html	(from https://election.ratopati.com/)
11:54:34	238613/238613	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2006:09:35%20GMT	https://election.ratopati.com/province/gandaki-province	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/province/gandaki-province.html	(from https://election.ratopati.com/)
11:54:34	341304/341304	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2006:09:35%20GMT	https://election.ratopati.com/province/lumbini-province	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/province/lumbini-province.html	(from https://election.ratopati.com/)
11:54:35	179753/179753	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2006:09:35%20GMT	https://election.ratopati.com/province/karnali-province	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/province/karnali-province.html	(from https://election.ratopati.com/)
11:54:35	220035/220035	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2006:09:35%20GMT	https://election.ratopati.com/province/sudurpaschim-province	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/province/sudurpaschim-province.html	(from https://election.ratopati.com/)
11:54:35	148265/148265	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2006:09:36%20GMT	https://election.ratopati.com/parties	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/parties.html	(from https://election.ratopati.com/)
11:54:35	134004/134004	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2006:09:36%20GMT	https://election.ratopati.com/hot-seats	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/hot-seats.html	(from https://election.ratopati.com/)
11:54:36	953507/953507	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2006:09:36%20GMT	https://election.ratopati.com/vote-difference	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/vote-difference.html	(from https://election.ratopati.com/)
11:54:36	113387/113387	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2006:09:37%20GMT	https://election.ratopati.com/popular-candidates	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/popular-candidates.html	(from https://election.ratopati.com/)
11:54:37	34919/34919	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2006:09:37%20GMT	https://election.ratopati.com/manifesto	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/manifesto.html	(from https://election.ratopati.com/)
11:54:37	49209/49209	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2006:09:37%20GMT	https://election.ratopati.com/videos	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/videos.html	(from https://election.ratopati.com/)
11:54:37	27086/27086	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Jun%202026%2006:09:38%20GMT	https://election.ratopati.com/constituency/CONSTITUENCY_ALIAS	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/constituency/CONSTITUENCY_ALIAS	(from https://election.ratopati.com/)
11:54:38	11/11	---M--	200	added ('OK')	application/json	date:Fri,%2012%20Jun%202026%2006:09:38%20GMT	https://election.ratopati.com/api/address/district?province_id=PROVINCE_ID	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/api/address/districtcf37.json	(from https://election.ratopati.com/)
11:54:38	41335/41335	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2006:09:39%20GMT	https://election.ratopati.com/result	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/result.html	(from https://election.ratopati.com/)
11:54:39	655125/655125	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2006:09:39%20GMT	https://election.ratopati.com/party/rastriya-swatantra-party	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/party/rastriya-swatantra-party.html	(from https://election.ratopati.com/)
11:54:39	7359/7359	---M--	200	added ('OK')	image/jpeg	etag:%2251EF3D88A68A81ED699B8AE02A973354%22	https://npcdn.ratopati.com/media/news/rsp_AiC1qh2xlI.jpg	C:/My%20Web%20Sites/electionupdate/npcdn.ratopati.com/media/news/rsp_AiC1qh2xlI.jpg	(from https://election.ratopati.com/)
11:54:39	247781/247781	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2006:09:40%20GMT	https://election.ratopati.com/winners?party_id=102	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/winners64d9.html	(from https://election.ratopati.com/)
11:54:39	582692/582692	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2006:09:40%20GMT	https://election.ratopati.com/party/nepali-congress	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/party/nepali-congress.html	(from https://election.ratopati.com/)
11:54:39	15190/15190	---M--	200	added ('OK')	image/jpeg	etag:%2253D2645B4BCE382EDB713E4149A391B3%22	https://npcdn.ratopati.com/media/news/congress-logo_zVeY3un3Hj.jpg	C:/My%20Web%20Sites/electionupdate/npcdn.ratopati.com/media/news/congress-logo_zVeY3un3Hj.jpg	(from https://election.ratopati.com/)
11:54:40	81683/81683	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2006:09:40%20GMT	https://election.ratopati.com/winners?party_id=48	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/winners097a.html	(from https://election.ratopati.com/)
11:54:40	630924/630924	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2006:09:41%20GMT	https://election.ratopati.com/party/cpn-uml	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/party/cpn-uml.html	(from https://election.ratopati.com/)
11:54:40	19234/19234	---M--	200	added ('OK')	image/jpeg	etag:%2200422723DE7E888F03135F5398AF78E5%22	https://npcdn.ratopati.com/media/news/uml-1_zfT0bMAJFO.jpg	C:/My%20Web%20Sites/electionupdate/npcdn.ratopati.com/media/news/uml-1_zfT0bMAJFO.jpg	(from https://election.ratopati.com/)
11:54:41	68210/68210	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2006:09:41%20GMT	https://election.ratopati.com/winners?party_id=27	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/winners0c07.html	(from https://election.ratopati.com/)
11:54:41	476657/476657	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2006:09:41%20GMT	https://election.ratopati.com/party/nepali-communist-party	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/party/nepali-communist-party.html	(from https://election.ratopati.com/)
11:54:41	39695/39695	---M--	200	added ('OK')	image/jpeg	etag:%227C1D8C7BA80AB0FD0B3B0BF78BAB6FA9%22	https://npcdn.ratopati.com/election/media/party/nepali-communist_uVwmNizOSk.jpg	C:/My%20Web%20Sites/electionupdate/npcdn.ratopati.com/election/media/party/nepali-communist_uVwmNizOSk.jpg	(from https://election.ratopati.com/)
11:54:41	67823/67823	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2006:09:42%20GMT	https://election.ratopati.com/winners?party_id=135	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/winners9329.html	(from https://election.ratopati.com/)
11:54:42	389558/389558	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2006:09:42%20GMT	https://election.ratopati.com/party/shram-samskriti-party	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/party/shram-samskriti-party.html	(from https://election.ratopati.com/)
11:54:42	10210/10210	---M--	200	added ('OK')	image/jpeg	etag:%2286F82D85E27E86AFC3BF8A8583FF12BD%22	https://npcdn.ratopati.com/election/media/party/shram-sanskriti-party_jrxdNsjzjb.jpg	C:/My%20Web%20Sites/electionupdate/npcdn.ratopati.com/election/media/party/shram-sanskriti-party_jrxdNsjzjb.jpg	(from https://election.ratopati.com/)
11:54:42	59755/59755	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2006:09:43%20GMT	https://election.ratopati.com/winners?party_id=137	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/winnersc0f4.html	(from https://election.ratopati.com/)
11:54:43	652617/652617	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2006:09:43%20GMT	https://election.ratopati.com/party/rastriya-prajatantra-party	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/party/rastriya-prajatantra-party.html	(from https://election.ratopati.com/)
11:54:43	8896/8896	---M--	200	added ('OK')	image/jpeg	etag:%2257584849B871B2888A7DD20872A3838A%22	https://npcdn.ratopati.com/media/news/raprapa_RPVSZDsBPg.jpg	C:/My%20Web%20Sites/electionupdate/npcdn.ratopati.com/media/news/raprapa_RPVSZDsBPg.jpg	(from https://election.ratopati.com/)
11:54:43	56932/56932	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2006:09:44%20GMT	https://election.ratopati.com/winners?party_id=72	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/winners6d31.html	(from https://election.ratopati.com/)
11:54:43	62880/62880	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2006:09:44%20GMT	https://election.ratopati.com/winners?province_id=6&party_id=48	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/winners5a25.html	(from https://election.ratopati.com/)
11:54:44	61891/61891	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2006:09:44%20GMT	https://election.ratopati.com/winners?province_id=6&party_id=135	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/winners3cba.html	(from https://election.ratopati.com/)
11:54:44	57265/57265	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2006:09:44%20GMT	https://election.ratopati.com/winners?province_id=6&party_id=72	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/winners86f5.html	(from https://election.ratopati.com/)
11:54:45	81782/81782	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2006:09:45%20GMT	https://election.ratopati.com/winners?province_id=1&party_id=102	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/winnersea10.html	(from https://election.ratopati.com/)
11:54:45	61467/61467	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2006:09:45%20GMT	https://election.ratopati.com/winners?province_id=1&party_id=48	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/winners68c3.html	(from https://election.ratopati.com/)
11:54:45	61256/61256	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2006:09:46%20GMT	https://election.ratopati.com/winners?province_id=1&party_id=27	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/winners3dbe.html	(from https://election.ratopati.com/)
11:54:45	78563/78563	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2006:09:46%20GMT	https://election.ratopati.com/winners?province_id=4&party_id=102	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/winnersd6fb.html	(from https://election.ratopati.com/)
11:54:45	58540/58540	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2006:09:46%20GMT	https://election.ratopati.com/winners?province_id=4&party_id=48	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/winners345b.html	(from https://election.ratopati.com/)
11:54:46	56632/56632	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2006:09:46%20GMT	https://election.ratopati.com/winners?province_id=4&party_id=92	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/winners0052.html	(from https://election.ratopati.com/)
11:54:46	3469/3469	---M--	200	added ('OK')	image/png	etag:%224A8271384B4586B1B72C3B254DD3F235%22	https://npcdn.ratopati.com/media/news/swatantra_9p27i1Pv2j.png	C:/My%20Web%20Sites/electionupdate/npcdn.ratopati.com/media/news/swatantra_9p27i1Pv2j.png	(from https://election.ratopati.com/)
11:54:46	103476/103476	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Jun%202026%2006:09:47%20GMT	https://election.ratopati.com/winners?province_id=3&party_id=102	C:/My%20Web%20Sites/electionupdate/election.ratopati.com/winners1558.html	(from https://election.ratopati.com/)
